,id,type,attributes.marka,attributes.kategoria-pojazdu,attributes.typ,attributes.model,attributes.wariant,attributes.wersja,attributes.rodzaj-pojazdu,attributes.podrodzaj-pojazdu,attributes.przeznaczenie-pojazdu,attributes.pochodzenie-pojazdu,attributes.rodzaj-tabliczki-znamionowej,attributes.sposob-produkcji,attributes.rok-produkcji,attributes.data-pierwszej-rejestracji-w-kraju,attributes.data-ostatniej-rejestracji-w-kraju,attributes.data-rejestracji-za-granica,attributes.pojemnosc-skokowa-silnika,attributes.stosunek-mocy-silnika-do-masy-wlasnej-motocykle,attributes.moc-netto-silnika,attributes.moc-netto-silnika-hybrydowego,attributes.masa-wlasna,attributes.masa-pojazdu-gotowego-do-jazdy,attributes.dopuszczalna-masa-calkowita,attributes.max-masa-calkowita,attributes.dopuszczalna-ladownosc,attributes.max-ladownosc,attributes.dopuszczalna-masa-calkowita-zespolu-pojazdow,attributes.liczba-osi,attributes.dopuszczalny-nacisk-osi,attributes.maksymalny-nacisk-osi,attributes.max-masa-calkowita-przyczepy-z-hamulcem,attributes.max-masa-calkowita-przyczepy-bez-hamulca,attributes.liczba-miejsc-ogolem,attributes.liczba-miejsc-siedzacych,attributes.liczba-miejsc-stojacych,attributes.rodzaj-paliwa,attributes.rodzaj-pierwszego-paliwa-alternatywnego,attributes.rodzaj-drugiego-paliwa-alternatywnego,attributes.srednie-zuzycie-paliwa,attributes.poziom-emisji-co2,attributes.rodzaj-zawieszenia,attributes.wyposazenie-i-rodzaj-urzadzenia-radarowego,attributes.hak,attributes.kierownica-po-prawej-stronie,attributes.kierownica-po-prawej-stronie-pierwotnie,attributes.katalizator-pochlaniacz,attributes.nazwa-producenta,attributes.kod-instytutu-transaportu-samochodowego,attributes.rozstaw-kol-osi-kierowanej-pozostalych-osi,attributes.max-rozstaw-kol,attributes.avg-rozstaw-kol,attributes.min-rozstaw-kol,attributes.redukcja-emisji-spalin,attributes.data-pierwszej-rejestracji,attributes.rodzaj-kodowania-rodzaj-podrodzaj-przeznaczenie,attributes.kod-rodzaj-podrodzaj-przeznaczenie,attributes.data-wyrejestrowania-pojazdu,attributes.przyczyna-wyrejestrowania-pojazdu,attributes.data-wprowadzenia-danych,attributes.rejestracja-wojewodztwo,attributes.rejestracja-gmina,attributes.rejestracja-powiat,attributes.wlasciciel-wojewodztwo,attributes.wlasciciel-powiat,attributes.wlasciciel-gmina,attributes.wlasciciel-wojewodztwo-kod,attributes.wojewodztwo-kod,attributes.poziom-emisji-co2-paliwo-alternatywne-1,links.self
10,1744370357038178,pojazdy,RENAULT,11111111,---,TWIZY,---,---,SAMOCHODOWY INNY,CZTEROKOŁOWIEC,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,2014,FABRYCZNY,2021-05-06,2021-12-17,2014-07-25,,,8.0,,375,,690,690.0,,,,2,4.0,4.0,,,2,2,,ENERGIA ELEKTRYCZNA,,,,,,,False,,False,False,,002260410000000,,,,,,2014-07-25,9,16,,,,KUJAWSKO-POMORSKIE,TORUŃ,TORUŃ,,,,,04,,https://api.cepik.gov.pl/pojazdy/1744370357038178
11,2818135873327923,pojazdy,CITROEN,13,B,E-C4,C,ZKXC-A0DA00,SAMOCHÓD OSOBOWY,HATCHBACK,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2021-03-12,2021-03-12,,,,,,1541,,2000,2000.0,,,2000.0,2,10.0,10.0,,,5,5,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,AUTOMOBILES CITROEN,002350041001841,,1560.0,1560.0,1560.0,,2021-03-12,1,0302000,,,,KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,,,,,04,,https://api.cepik.gov.pl/pojazdy/2818135873327923
12,2932407692794430,pojazdy,RENAULT,13,AG,ZOE,0V0Y,MFLEA0100000,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,2018,FABRYCZNY,2021-08-25,2022-02-07,2018-12-20,,,,,1500,,1954,1954.0,,,,2,11.0,11.0,,,5,5,,ENERGIA ELEKTRYCZNA,,,,,,,False,,False,False,RENAULT S.A.S.,002260418000013,,,,,,2018-12-20,1,0302000,,,,KUJAWSKO-POMORSKIE,ŻNIN,ŻNIŃSKI,,,,,04,,https://api.cepik.gov.pl/pojazdy/2932407692794430
13,1263653597288576,pojazdy,VOLKSWAGEN,13,E2,ID.4 PRO 150KW,ACEBJAL1FX2,DPE1MH0020M1ASA,SAMOCHÓD OSOBOWY,KOMBI,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2021-09-30,2021-09-30,,,,,,2089,,2660,2660.0,,,3660.0,2,15.0,15.0,1000.0,750.0,5,5,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,,002170521000012,,1562.0,1574.0,1587.0,,2021-09-30,1,0303000,,,,KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,,,,,04,,https://api.cepik.gov.pl/pojazdy/1263653597288576
14,6674816963621662,pojazdy,FORD,13,LSK,MUSTANG MACH-E,EJLU4YX,5AAAZNAXWBD,SAMOCHÓD OSOBOWY,HATCHBACK,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2021-12-10,2021-12-10,,,,,,2182,,2690,2690.0,,,3440.0,2,15.0,15.0,750.0,750.0,5,5,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,,002180052000094,,1881.0,1881.0,1881.0,,2021-12-10,1,0302000,,,,KUJAWSKO-POMORSKIE,INOWROCŁAW,INOWROCŁAWSKI,,,,,04,,https://api.cepik.gov.pl/pojazdy/6674816963621662
15,7709269493116057,pojazdy,MERCEDES-BENZ,13,F2B,EQA 250,0JEMZ2,ZZAAA50A,SAMOCHÓD OSOBOWY,KOMBI,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,2020,FABRYCZNY,2021-04-12,2021-07-02,,,,,,2025,,2470,2470.0,,,3305.0,2,13.0,13.0,750.0,750.0,5,5,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,,003472655000001,,1611.0,1609.0,1607.0,,2021-04-12,1,0303000,,,,KUJAWSKO-POMORSKIE,TORUŃ,TORUŃ,,,,,04,,https://api.cepik.gov.pl/pojazdy/7709269493116057
16,6480630448185038,pojazdy,,2,UGI901,I9,UG45A,UGI9B,MOTOROWER,---,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2018,FABRYCZNY,2021-08-20,2021-08-20,,,,,,75,,254,,,,,2,2.0,2.0,,,2,2,,ENERGIA ELEKTRYCZNA,,,,,,,False,,False,False,,079610007000001,,,,,,2021-08-20,1,0100000,,,,KUJAWSKO-POMORSKIE,NAKŁO NAD NOTECIĄ,NAKIELSKI,,,,,04,,https://api.cepik.gov.pl/pojazdy/6480630448185038
17,5483701432393851,pojazdy,KIA,13,DE,NIRO,C5E11,E11DY1,SAMOCHÓD OSOBOWY,KOMBI,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2021-12-02,2021-12-02,,,,,,1737,1812.0,2230,2230.0,,,2530.0,2,12.0,12.0,300.0,300.0,5,5,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,KIA MOTORS CORPORATION,000670073000030,,1572.0,1567.0,1562.0,,2021-12-02,1,0303000,,,,KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,,,,,04,,https://api.cepik.gov.pl/pojazdy/5483701432393851
18,7636905628510802,pojazdy,,2,LIPO45,ERIDER,0,0,MOTOROWER,---,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2020,FABRYCZNY,2021-08-12,2021-08-12,,,,,,85,,255,,,,,2,2.0,2.0,,,2,2,,ENERGIA ELEKTRYCZNA,,,,,,,False,,False,False,,079300006000002,,,,,,2021-08-12,1,0100000,,,,KUJAWSKO-POMORSKIE,GOLUB-DOBRZYŃ,GOLUBSKO-DOBRZYŃSKI,,,,,04,,https://api.cepik.gov.pl/pojazdy/7636905628510802
19,4601475632548373,pojazdy,TESLA,13,003,MODEL 3,E3LD,PQP2S5N,SAMOCHÓD OSOBOWY,KARETA (SEDAN),---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2021-09-28,2021-10-28,,,,,,1844,1919.0,2232,2232.0,,,,2,12.0,12.0,,,5,5,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,,059690006000057,,1580.0,1580.0,1580.0,,2021-09-28,1,0301000,,,,KUJAWSKO-POMORSKIE,TORUŃ,TORUŃ,,,,,04,,https://api.cepik.gov.pl/pojazdy/4601475632548373
20,6963038896481045,pojazdy,BMW,13,G3XE,IX3,7X41,0AW50000,SAMOCHÓD OSOBOWY,KOMBI,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2021-09-29,2021-09-29,,,,210.0,,2185,,2725,2725.0,,,3475.0,2,16.0,16.0,750.0,750.0,5,5,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,BAYERISCHE MOTOREN WERKE AG,002160764000002,,1616.0,1608.0,1600.0,,2021-09-29,1,0303000,,,,KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,,,,,04,,https://api.cepik.gov.pl/pojazdy/6963038896481045
21,5463337212045879,pojazdy,,4,MDSN02,TRES,MD25A,MDSNA,MOTOROWER,---,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2021-08-03,2021-08-03,,,,,,77,,211,,,,,2,1.0,1.0,,,1,1,,ENERGIA ELEKTRYCZNA,,,,,,,False,,False,False,,092530003000003,,,,,,2021-08-03,1,0100000,,,,KUJAWSKO-POMORSKIE,WŁOCŁAWEK,WŁOCŁAWEK,,,,,04,,https://api.cepik.gov.pl/pojazdy/5463337212045879
22,5981582163958987,pojazdy,,2,JY-ES056,JY-ES056,00,00,MOTOROWER,---,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2019,FABRYCZNY,2021-10-01,2021-10-01,,,,,,63,,209,,,,,2,1.0,1.0,,,2,2,,ENERGIA ELEKTRYCZNA,,,,,,,False,,False,False,"UK JINYI MOTOR CO., LTD",104060000000001,,,,,,2021-10-01,1,0100000,,,,KUJAWSKO-POMORSKIE,INOWROCŁAW,INOWROCŁAWSKI,,,,,04,,https://api.cepik.gov.pl/pojazdy/5981582163958987
23,7947201403902824,pojazdy,,2,HAWK,HAWK,0,01,MOTOROWER,---,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2019,FABRYCZNY,2021-06-11,2021-06-11,,,,,,86,,278,,,,,2,2.0,2.0,,,2,2,,ENERGIA ELEKTRYCZNA,,,,,,,False,,False,False,,089600000000004,,,,,,2021-06-11,1,0100000,,,,KUJAWSKO-POMORSKIE,INOWROCŁAW,INOWROCŁAWSKI,,,,,04,,https://api.cepik.gov.pl/pojazdy/7947201403902824
24,3515718848159908,pojazdy,NISSAN,11111111,---,LEAF,---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. IMPORT INDYW,ORYGINALNA,2015,FABRYCZNY,2021-03-01,2021-03-01,2015-01-01,,,80.0,,1507,,1902,1902.0,,,,2,10.0,10.0,,,5,5,,ENERGIA ELEKTRYCZNA,,,,,,,False,,False,False,,002640144000000,,,,,,2015-01-01,9,03,,,,KUJAWSKO-POMORSKIE,ŻNIN,ŻNIŃSKI,,,,,04,,https://api.cepik.gov.pl/pojazdy/3515718848159908
25,5681359731725418,pojazdy,MERCEDES-BENZ,13,E2EQSW,EQS 580 4MATIC,71EHA1,ZZAL050B,SAMOCHÓD OSOBOWY,KARETA (SEDAN),---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2021-10-26,2021-10-26,,,,,,2610,2585.0,3135,3135.0,,,3960.0,2,17.0,17.0,750.0,750.0,5,5,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,,003472680000001,,1682.0,1674.0,1666.0,,2021-10-26,1,0301000,,,,KUJAWSKO-POMORSKIE,TORUŃ,TORUŃ,,,,,04,,https://api.cepik.gov.pl/pojazdy/5681359731725418
26,7296154782349770,pojazdy,PEUGEOT,19,,E-PARTNER,,,SAMOCHÓD CIĘŻAROWY,VAN,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2021-12-20,2021-12-20,,,,100.0,,1694,,2410,2410.0,716.0,716.0,3160.0,2,14.0,14.0,750.0,750.0,3,3,,ENERGIA ELEKTRYCZNA,,,4.4,,,,False,,False,False,,,,,,,,2021-12-20,,,,,,KUJAWSKO-POMORSKIE,TORUŃ,TORUŃ,,,,,04,,https://api.cepik.gov.pl/pojazdy/7296154782349770
27,2778580459327593,pojazdy,MAN,19,SYN1E,TGE,SXBBA1EBHAV3,NM350VSPA1MD0012B0GAMX3D9MAN,SAMOCHÓD CIĘŻAROWY,VAN,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2021-12-10,2021-12-10,,,,,,2529,2502.0,3500,3500.0,971.0,971.0,,2,21.0,21.0,,,3,3,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,,003460421000791,,,,,,2021-12-10,1,0611000,,,,KUJAWSKO-POMORSKIE,GRUDZIĄDZ,GRUDZIĄDZ,,,,,04,,https://api.cepik.gov.pl/pojazdy/2778580459327593
28,234882646202354,pojazdy,,2,QL3000DY-2,LIGHT BEE,QL3000DY-2A,1C,MOTOROWER,---,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2021-06-29,2021-06-29,,,0.0352,2.04,,58,,140,,,,,2,1.0,1.0,,,1,1,,ENERGIA ELEKTRYCZNA,,,,,,,False,,False,False,,107840001000006,,,,,,2021-06-29,1,0100000,,,,KUJAWSKO-POMORSKIE,GRUDZIĄDZ,GRUDZIĄDZ,,,,,04,,https://api.cepik.gov.pl/pojazdy/234882646202354
29,8609537488295446,pojazdy,KEWET,0,---,BUDDY,---,---,SAMOCHODOWY INNY,CZTEROKOŁOWIEC,---,UŻYW. IMPORT INDYW,ORYGINALNA,2008,FABRYCZNY,2021-08-12,2021-08-12,2008-08-26,,,,,400,,1020,1020.0,,,,2,5.0,5.0,,,3,3,,ENERGIA ELEKTRYCZNA,,,,,,,False,,False,False,,064260001900001,,,,,,2008-08-26,9,16,,,,KUJAWSKO-POMORSKIE,TORUŃ,TORUŃ,,,,,04,,https://api.cepik.gov.pl/pojazdy/8609537488295446
30,5675140080892392,pojazdy,RENAULT,19,FW,KANGOO EXPRESS Z.E.,RZE1,AZBEA01GMABS,SAMOCHÓD CIĘŻAROWY,VAN,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2021-11-22,2021-11-22,,,,,,1619,,2277,2277.0,658.0,658.0,,2,12.0,12.0,,,5,5,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,RENAULT S.A.S.,002260003001265,,,,,,2021-11-22,1,0611000,,,,KUJAWSKO-POMORSKIE,TORUŃ,TORUŃ,,,,,04,,https://api.cepik.gov.pl/pojazdy/5675140080892392
31,7230631829196447,pojazdy,,4,MDSN02,TRES,MD25A,MDSNA,MOTOROWER,---,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2021-09-14,2021-09-14,,,,,,77,,211,,,,,2,1.0,1.0,,,1,1,,ENERGIA ELEKTRYCZNA,,,,,,,False,,False,False,,092530003000003,,,,,,2021-09-14,1,0100000,,,,KUJAWSKO-POMORSKIE,WŁOCŁAWEK,WŁOCŁAWEK,,,,,04,,https://api.cepik.gov.pl/pojazdy/7230631829196447
32,2183242977919828,pojazdy,VOLKSWAGEN,13,E1,ID.3 PRO 150 KW,ACEBJCL1FX2,C0051AA,SAMOCHÓD OSOBOWY,KOMBI,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2021-06-25,2021-06-25,,,,,,1771,,2270,2270.0,,,,2,12.0,12.0,,,5,5,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,,002170516000004,,1536.0,1524.0,1513.0,,2021-06-25,1,0303000,,,,KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,,,,,04,,https://api.cepik.gov.pl/pojazdy/2183242977919828
33,7286385479508876,pojazdy,AUDI,13,GE,E-TRON 50,XBM2RQ1,QE1QE1G1Z01RT11B200GAAEM0,SAMOCHÓD OSOBOWY,KOMBI,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2021-04-12,2021-09-23,,,,,,2420,,3040,3040.0,,,4840.0,2,17.0,17.0,1800.0,750.0,5,5,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,AUDI AG,002140280000046,,1637.0,1634.0,1631.0,,2021-04-12,1,0303000,,,,KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,,,,,04,,https://api.cepik.gov.pl/pojazdy/7286385479508876
34,4840727530637389,pojazdy,VOLKSWAGEN,13,E1,ID.3 PRO S 150 KW,ACEBJAL1FX2,D0041AA,SAMOCHÓD OSOBOWY,KOMBI,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2021-09-20,2021-09-20,,,,,,1864,,2280,2280.0,,,,2,12.0,12.0,,,4,4,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,,002170516000006,,1536.0,1524.0,1513.0,,2021-09-20,1,0303000,,,,KUJAWSKO-POMORSKIE,TORUŃ,TORUŃ,,,,,04,,https://api.cepik.gov.pl/pojazdy/4840727530637389
35,5010587554613233,pojazdy,VOLKSWAGEN,13,E1,ID.3 PRO 150 KW,ACEBJCL1FX2,C0051AA,SAMOCHÓD OSOBOWY,KOMBI,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2021-04-14,2021-04-14,,,,,,1738,,2270,2270.0,,,,2,12.0,12.0,,,5,5,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,,002170516000004,,1536.0,1524.0,1513.0,,2021-04-14,1,0303000,,,,KUJAWSKO-POMORSKIE,TORUŃ,TORUŃ,,,,,04,,https://api.cepik.gov.pl/pojazdy/5010587554613233
36,6380234484720184,pojazdy,KIA,13,CV,EV6,F5E22,E11B11,SAMOCHÓD OSOBOWY,WIELOZADANIOWY,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2021-12-30,2021-12-30,,,,,,1910,1985.0,2425,2425.0,,,4025.0,2,14.0,14.0,1600.0,750.0,5,5,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,,000670128000001,,1632.0,1627.0,1623.0,,2021-12-30,1,0306000,,,,KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,,,,,04,,https://api.cepik.gov.pl/pojazdy/6380234484720184
