,id,type,attributes.marka,attributes.kategoria-pojazdu,attributes.typ,attributes.model,attributes.wariant,attributes.wersja,attributes.rodzaj-pojazdu,attributes.podrodzaj-pojazdu,attributes.przeznaczenie-pojazdu,attributes.pochodzenie-pojazdu,attributes.rodzaj-tabliczki-znamionowej,attributes.sposob-produkcji,attributes.rok-produkcji,attributes.data-pierwszej-rejestracji-w-kraju,attributes.data-ostatniej-rejestracji-w-kraju,attributes.data-rejestracji-za-granica,attributes.pojemnosc-skokowa-silnika,attributes.stosunek-mocy-silnika-do-masy-wlasnej-motocykle,attributes.moc-netto-silnika,attributes.moc-netto-silnika-hybrydowego,attributes.masa-wlasna,attributes.masa-pojazdu-gotowego-do-jazdy,attributes.dopuszczalna-masa-calkowita,attributes.max-masa-calkowita,attributes.dopuszczalna-ladownosc,attributes.max-ladownosc,attributes.dopuszczalna-masa-calkowita-zespolu-pojazdow,attributes.liczba-osi,attributes.dopuszczalny-nacisk-osi,attributes.maksymalny-nacisk-osi,attributes.max-masa-calkowita-przyczepy-z-hamulcem,attributes.max-masa-calkowita-przyczepy-bez-hamulca,attributes.liczba-miejsc-ogolem,attributes.liczba-miejsc-siedzacych,attributes.liczba-miejsc-stojacych,attributes.rodzaj-paliwa,attributes.rodzaj-pierwszego-paliwa-alternatywnego,attributes.rodzaj-drugiego-paliwa-alternatywnego,attributes.srednie-zuzycie-paliwa,attributes.poziom-emisji-co2,attributes.rodzaj-zawieszenia,attributes.wyposazenie-i-rodzaj-urzadzenia-radarowego,attributes.hak,attributes.kierownica-po-prawej-stronie,attributes.kierownica-po-prawej-stronie-pierwotnie,attributes.katalizator-pochlaniacz,attributes.nazwa-producenta,attributes.kod-instytutu-transaportu-samochodowego,attributes.rozstaw-kol-osi-kierowanej-pozostalych-osi,attributes.max-rozstaw-kol,attributes.avg-rozstaw-kol,attributes.min-rozstaw-kol,attributes.redukcja-emisji-spalin,attributes.data-pierwszej-rejestracji,attributes.rodzaj-kodowania-rodzaj-podrodzaj-przeznaczenie,attributes.kod-rodzaj-podrodzaj-przeznaczenie,attributes.data-wyrejestrowania-pojazdu,attributes.przyczyna-wyrejestrowania-pojazdu,attributes.data-wprowadzenia-danych,attributes.rejestracja-wojewodztwo,attributes.rejestracja-gmina,attributes.rejestracja-powiat,attributes.wlasciciel-wojewodztwo,attributes.wlasciciel-powiat,attributes.wlasciciel-gmina,attributes.wlasciciel-wojewodztwo-kod,attributes.wojewodztwo-kod,attributes.poziom-emisji-co2-paliwo-alternatywne-1,links.self
10,8993204583801369,pojazdy,VOLVO,13,X,C40,XKED,XKEDVE0@,SAMOCHÓD OSOBOWY,KOMBI,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2022,FABRYCZNY,2022-03-28,2022-03-28,,,,,,2199,2185.0,2620,2620.0,,,4420.0,2,14.0,14.0,1800.0,750.0,5,5,,ENERGIA ELEKTRYCZNA,,,,,,,False,,False,False,VOLVO CAR CORPORATION,002290510000001,,,,,,2022-03-28,1,0303000,,,,DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,,,,,02,,https://api.cepik.gov.pl/pojazdy/8993204583801369
11,6492510020288387,pojazdy,VOLKSWAGEN,11111111,---,GOLF,---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. IMPORT INDYW,ORYGINALNA,2014,FABRYCZNY,2022-04-13,2022-04-13,2014-07-11,,,85.0,,1585,,1960,1960.0,,,,2,10.0,10.0,,,5,5,,ENERGIA ELEKTRYCZNA,NIE DOTYCZY,,,,,,False,,False,False,,002170020000000,,,,,,2014-07-11,9,03,,,,DOLNOŚLĄSKIE,OLEŚNICA,OLEŚNICKI,,,,,02,,https://api.cepik.gov.pl/pojazdy/6492510020288387
12,8101161371569899,pojazdy,TESLA,11111111,---,MODEL S,---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. IMPORT INDYW,ORYGINALNA,2019,FABRYCZNY,2022-02-01,2022-02-01,2019-03-21,,,,,2290,,2694,2694.0,,,,2,14.0,14.0,,,5,5,,ENERGIA ELEKTRYCZNA,,,,,,,False,,False,False,,059690004000000,,,,,,2019-03-21,9,03,,,,DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,,,,,02,,https://api.cepik.gov.pl/pojazdy/8101161371569899
13,1860837459754547,pojazdy,RENAULT,19,FW,KANGOO EXPRESS Z.E.,RZE1,AZBEA01BSAF0,SAMOCHÓD CIĘŻAROWY,VAN,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2022-01-26,2022-01-26,,,,,,1500,,2130,2130.0,630.0,630.0,2505.0,2,12.0,12.0,375.0,375.0,2,2,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,RENAULT S.A.S.,002260003001309,,1533.0,1527.0,1521.0,,2022-01-26,1,0611000,,,,DOLNOŚLĄSKIE,WAŁBRZYCH,WAŁBRZYCH,,,,,02,,https://api.cepik.gov.pl/pojazdy/1860837459754547
14,6212613828215523,pojazdy,VOLVO,13,,C40,,,SAMOCHÓD OSOBOWY,KOMBI,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2022,FABRYCZNY,2022-02-18,2022-02-18,,,,,,2162,2185.0,2620,2620.0,,,4420.0,2,14.0,14.0,1800.0,750.0,5,5,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,VOLVO CAR CORPORATION,,,1608.0,1604.0,1601.0,,2022-02-18,,,,,,DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,,,,,02,,https://api.cepik.gov.pl/pojazdy/6212613828215523
15,7051671191348005,pojazdy,,2,MDSA01,AGILE,MD45A,MDSAD,MOTOROWER,---,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2020,FABRYCZNY,2022-03-25,2022-03-25,,,,,,65,65.0,228,,,,,2,2.0,2.0,,,2,2,,ENERGIA ELEKTRYCZNA,,,,,,,False,,False,False,,111040000000001,,,,,,2022-03-25,1,0100000,,,,DOLNOŚLĄSKIE,TRZEBNICA,TRZEBNICKI,,,,,02,,https://api.cepik.gov.pl/pojazdy/7051671191348005
16,95171795730024,pojazdy,FORD,13,LSK,MUSTANG MACH-E,C1LM2YX,5AAAZNAXVAA,SAMOCHÓD OSOBOWY,HATCHBACK,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2022-04-08,2022-04-08,,,,,,1969,,2555,2555.0,,,3305.0,2,14.0,14.0,750.0,750.0,5,5,,ENERGIA ELEKTRYCZNA,NIE DOTYCZY,,,,,1282,False,,False,False,,002180052000097,,1627.0,1623.0,1620.0,,2022-04-08,1,0302000,,,,DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,,,,,02,,https://api.cepik.gov.pl/pojazdy/95171795730024
17,1460641583457433,pojazdy,NIU,2,M+,---,B1,0,MOTOROWER,---,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2019,FABRYCZNY,2022-03-23,2022-03-23,,,,,,60,60.0,221,,,,,2,1.0,1.0,,,2,2,,ENERGIA ELEKTRYCZNA,,,,,,,False,,False,False,,079120002000005,,,,,,2022-03-23,1,0100000,,,,DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,,,,,02,,https://api.cepik.gov.pl/pojazdy/1460641583457433
18,6334448325024497,pojazdy,MV,2,TDR22Z,IGOR,00,00,MOTOROWER,---,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2022-03-16,2022-03-16,,,,,,63,63.0,221,,,,,2,1.0,1.0,,,2,2,,ENERGIA ELEKTRYCZNA,,,,,,,False,,False,False,,020430005000004,,,,,,2022-03-16,1,0100000,,,,DOLNOŚLĄSKIE,ŚWIDNICA,ŚWIDNICKI,,,,,02,,https://api.cepik.gov.pl/pojazdy/6334448325024497
19,6437373045089811,pojazdy,GOVECS,11111111,---,GO!,---,---,MOTOROWER,---,---,UŻYW. IMPORT INDYW,ORYGINALNA,2017,FABRYCZNY,2022-02-18,2022-02-18,,,0.0244,3.0,,123,,297,,,,,2,1.0,1.0,,,1,1,,ENERGIA ELEKTRYCZNA,,,,,,,False,,False,False,,059650002000000,,,,,,2022-02-18,9,01,,,,DOLNOŚLĄSKIE,ZGORZELEC,ZGORZELECKI,,,,,02,,https://api.cepik.gov.pl/pojazdy/6437373045089811
20,5744006564912915,pojazdy,TESLA,13,003,MODEL Y,Y5LD,BZB3S5T3,SAMOCHÓD OSOBOWY,WIELOZADANIOWY,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2022,FABRYCZNY,2022-02-28,2022-02-28,,,,,,1979,2054.0,2619,2619.0,,,4219.0,2,15.0,15.0,1600.0,750.0,5,5,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,,059690008000003,,1636.0,1636.0,1636.0,,2022-02-28,1,0306000,,,,DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,,,,,02,,https://api.cepik.gov.pl/pojazdy/5744006564912915
21,2580976642245899,pojazdy,,2,HAWK,HAWK,0,01,MOTOROWER,---,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2019,FABRYCZNY,2022-01-20,2022-01-20,,,,,,86,86.0,278,,,,,2,2.0,2.0,,,2,2,,ENERGIA ELEKTRYCZNA,,,,,,,False,,False,False,,089600000000005,,,,,,2022-01-20,1,0100000,,,,DOLNOŚLĄSKIE,LEGNICA,LEGNICA,,,,,02,,https://api.cepik.gov.pl/pojazdy/2580976642245899
22,1373771473788558,pojazdy,,2,LIPO45,ERIDER,0,0,MOTOROWER,---,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2022-04-20,2022-04-20,,,,,,85,85.0,255,,,,,2,2.0,2.0,,,2,2,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,,079300006000003,,,,,,2022-04-20,1,0100000,,,,DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,,,,,02,,https://api.cepik.gov.pl/pojazdy/1373771473788558
23,1647166933088065,pojazdy,MERCEDES-BENZ,13,639/2,EQV,KLE45350HXX,2EDF0XX7XXLX,SAMOCHÓD OSOBOWY,KOMBI,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2022,FABRYCZNY,2022-03-07,2022-03-07,,,,,,2909,2635.0,3500,3500.0,,,,2,17.0,17.0,,,7,7,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,,003472637000023,,1.0,1.0,1.0,,2022-03-07,1,0303000,,,,DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,,,,,02,,https://api.cepik.gov.pl/pojazdy/1647166933088065
24,6596526640642530,pojazdy,CITROEN,19,E,E-BERLINGO VAN,A,ZKXZ-H7U033,SAMOCHÓD CIĘŻAROWY,VAN,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2022-01-31,2022-03-04,,,,,,1692,,2410,2410.0,718.0,,3160.0,2,14.0,14.0,750.0,750.0,3,3,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,,002350287000001,,1577.0,1570.0,1563.0,,2022-01-31,1,0611000,,,,DOLNOŚLĄSKIE,BOLESŁAWIEC,BOLESŁAWIECKI,,,,,02,,https://api.cepik.gov.pl/pojazdy/6596526640642530
25,4716305953819782,pojazdy,NISSAN,13,ZE1,LEAF 40KWH,A,A04,SAMOCHÓD OSOBOWY,WIELOZADANIOWY,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2022-01-24,2022-01-24,,,,,,1513,1580.0,1995,1995.0,,,,2,10.0,10.0,,,5,5,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,NISSAN INTERNATIONAL S.A.,002640144000033,,1555.0,847.0,1540.0,,2022-01-24,1,0306000,,,,DOLNOŚLĄSKIE,LUBAŃ,LUBAŃSKI,,,,,02,,https://api.cepik.gov.pl/pojazdy/4716305953819782
26,5417548033573844,pojazdy,,6,ROBO-S,ROBO-S,0,0,MOTOCYKL,OSOBOWY,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2022-03-24,2022-03-24,,,,,,81,81.0,251,,,,,2,2.0,2.0,,,2,2,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,,089600008000001,,,,,,2022-03-24,1,0201000,,,,DOLNOŚLĄSKIE,ŚRODA ŚLĄSKA,ŚREDZKI,,,,,02,,https://api.cepik.gov.pl/pojazdy/5417548033573844
27,5460248726824707,pojazdy,TESLA,13,003,MODEL 3,E5LD,BGB1S5N,SAMOCHÓD OSOBOWY,KARETA (SEDAN),---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2022,FABRYCZNY,2022-03-10,2022-03-10,,,,,,1844,1919.0,2232,2232.0,,,,2,12.0,12.0,,,5,5,,ENERGIA ELEKTRYCZNA,,,,,,,False,,False,False,,059690006000080,,,,,,2022-03-10,1,0301000,,,,DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,,,,,02,,https://api.cepik.gov.pl/pojazdy/5460248726824707
28,622491843273930,pojazdy,MERCEDES-BENZ,19,639/4,EVITO,KWE05320VXX,2EER0XX3XXXX,SAMOCHÓD CIĘŻAROWY,VAN,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2022-03-10,2022-03-10,,,,,,2158,,3200,3200.0,1042.0,1042.0,,2,17.0,17.0,,,3,3,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,,003472431000015,,1666.0,1656.0,1646.0,,2022-03-10,1,0611000,,,,DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,,,,,02,,https://api.cepik.gov.pl/pojazdy/622491843273930
29,4677601574773972,pojazdy,,2,TC1,---,1,1,MOTOROWER,---,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2022-04-08,2022-04-08,,,,,,72,72.0,233,,,,,2,2.0,2.0,,,2,2,,ENERGIA ELEKTRYCZNA,,,,,,,False,,False,False,"NANJING VMOTO MANUFACTURING CO.,LTD",092850000000007,,,,,,2022-04-08,1,0100000,,,,DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,,,,,02,,https://api.cepik.gov.pl/pojazdy/4677601574773972
30,6586181480467962,pojazdy,KIA,13,CV,EV6,F5E22,E11B11,SAMOCHÓD OSOBOWY,WIELOZADANIOWY,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2022-02-18,2022-02-18,,,,,,1910,1985.0,2425,2425.0,,,4025.0,2,14.0,14.0,1600.0,750.0,5,5,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,,000670128000001,,1632.0,1627.0,1623.0,,2022-02-18,1,0306000,,,,DOLNOŚLĄSKIE,WAŁBRZYCH,WAŁBRZYCH,,,,,02,,https://api.cepik.gov.pl/pojazdy/6586181480467962
31,6504514298638425,pojazdy,,2,ES8004,ELECTRIC SCOOTER,00,02,MOTOROWER,---,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2022-04-21,2022-04-21,,,,,,59,59.0,206,,,,,2,1.0,1.0,,,2,2,,ENERGIA ELEKTRYCZNA,,,,,,1282,False,,False,False,,089990000000005,,,,,,2022-04-21,1,0100000,,,,DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,,,,,02,,https://api.cepik.gov.pl/pojazdy/6504514298638425
32,8768417072077914,pojazdy,BMW,11111111,---,I3,---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. IMPORT INDYW,ORYGINALNA,2018,FABRYCZNY,2022-03-16,2022-03-16,2018-01-22,,,,,1440,,1760,1760.0,,,,2,8.0,8.0,,,4,4,,ENERGIA ELEKTRYCZNA,BENZYNA,,,,,,False,,False,False,BAYERISCHE MOTOREN WERKE AG,002160278000000,,,,,,2018-01-22,9,03,,,,DOLNOŚLĄSKIE,LUBIN,LUBIŃSKI,,,,,02,,https://api.cepik.gov.pl/pojazdy/8768417072077914
33,8458396093056383,pojazdy,VOLVO,23,FEF3C,FE ELECTRIC,---,---,SAMOCHÓD CIĘŻAROWY,WYWROTKA,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2021,FABRYCZNY,2022-01-04,2022-01-04,,,,400.0,,13825,13900.0,27000,27000.0,13175.0,13175.0,,3,113.0,113.0,,,3,3,,ENERGIA ELEKTRYCZNA,,,,,PNEUMATYCZNE,,False,,False,False,VOLVO TRUCK CORPORATION,002290199000057,,,,,,2022-01-04,1,0603000,,,,DOLNOŚLĄSKIE,ŚRODA ŚLĄSKA,ŚREDZKI,,,,,02,,https://api.cepik.gov.pl/pojazdy/8458396093056383
34,2598041938935518,pojazdy,MITSUBISHI,0,---,I-MIEV,---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. IMPORT INDYW,ORYGINALNA,2017,FABRYCZNY,2022-02-15,2022-02-15,2017-11-13,,,49.0,,1085,,1450,1450.0,,,,2,8.0,8.0,,,4,4,,ENERGIA ELEKTRYCZNA,,,,,,,False,,False,False,,002630150900001,,,,,,2017-11-13,9,03,,,,DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,,,,,02,,https://api.cepik.gov.pl/pojazdy/2598041938935518
35,1417837940611589,pojazdy,,0,---,DMB09A,---,---,MOTOROWER,---,---,UŻYW. IMPORT INDYW,ORYGINALNA,2015,FABRYCZNY,2022-02-07,2022-02-07,2015-05-15,,,,,102,,180,180.0,,,,2,1.0,1.0,,,1,1,,ENERGIA ELEKTRYCZNA,,,,,,,False,,False,False,,123850000900001,,,,,,2015-05-15,9,01,,,,DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,,,,,02,,https://api.cepik.gov.pl/pojazdy/1417837940611589
36,3050466460926663,pojazdy,,6,JS2A,JS2A,1,1,MOTOCYKL,OSOBOWY,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2020,FABRYCZNY,2022-03-29,2022-03-29,,,,,,84,84.0,253,,,,,2,2.0,2.0,,,2,2,,ENERGIA ELEKTRYCZNA,,,,,,1280,False,,False,False,"JIANGSU GOLDEN TOMORROW VEHICLE CO.,LTD",111040005000001,,,,,,2022-03-29,1,0201000,,,,DOLNOŚLĄSKIE,KŁODZKO,KŁODZKI,,,,,02,,https://api.cepik.gov.pl/pojazdy/3050466460926663
